,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2013-04-01,188017.09999999998,54320.700000000004,269230.8,111531.09999999998,2197033.6999999997,280230.2,240906.49999999997,57851.1,779393.7000000001,448868.1,74014.3,59647.4,721882.2000000002,301640.2,155240.4,139911.30000000002,178862.0,225613.7,52164.69999999998,333612.4,442653.1,422745.3,298437.6,98581.8,271632.6,42353.799999999996,105027.69999999998,127250.2,68607.79999999999,521755.99999999994,86210.8,1315234.1,442790.0999999999,51944.600000000006,546953.4,176177.6,174631.7,650219.1000000001,51758.700000000004,177173.30000000002,43694.899999999994,285175.4,1467924.8000000003,131345.5,28585.499999999996,445958.1,408076.89999999997,70106.3,275126.9000000001,38275.799999999996
2013-07-01,189041.5,54606.1,270087.69999999995,112291.69999999998,2228298.0,283435.7,241631.3,58013.200000000004,785659.2999999999,450627.10000000003,74148.8,60078.0,723385.4000000001,304704.39999999997,156908.50000000003,140369.1,179384.80000000002,225868.69999999998,52361.00000000001,334621.0,446289.3999999999,425043.79999999993,303319.9,100630.20000000003,271793.5,42452.799999999996,105265.80000000002,127959.2,68848.70000000001,521356.6,86174.4,1321159.9000000001,448007.50000000006,53115.600000000006,551734.8,176666.89999999997,176420.40000000002,651999.4000000001,51964.00000000001,179960.9,43673.200000000004,286536.2,1483164.7999999998,132885.30000000002,28287.099999999995,445771.50000000006,414014.3999999999,70137.0,276438.4,38321.3
2013-10-01,186777.5,53959.799999999996,271744.29999999993,111578.0,2283952.9999999995,286465.8,239696.09999999998,60203.299999999996,791940.4000000001,454150.4,74312.1,60802.40000000001,728318.2999999999,305001.80000000005,157948.9,142763.09999999998,178808.30000000002,226024.60000000003,52752.999999999985,335612.10000000003,447558.3000000001,425868.39999999997,304068.20000000007,98947.59999999999,271518.49999999994,42496.70000000001,104413.49999999999,129379.0,68918.59999999999,523219.4999999999,87090.20000000001,1333657.5,449214.70000000007,53636.899999999994,557174.4999999999,180485.70000000004,178198.69999999998,656279.0,51907.3,180522.2,43561.299999999996,287457.49999999994,1486811.9,132584.3,28353.099999999995,445537.89999999997,414062.1,70487.79999999999,277864.0,38515.200000000004
2014-01-01,183986.3,52975.7,271601.70000000007,111516.50000000001,2266630.9,288213.60000000003,235615.0,60645.299999999996,790947.2000000001,455771.0999999999,73719.59999999999,60688.0,725363.9,307953.30000000005,159154.30000000002,138566.0,178395.5,226123.89999999997,52727.8,334207.80000000005,445824.9,423456.69999999995,302870.8,98003.10000000002,268715.5,42555.0,105760.70000000003,127807.09999999999,68184.1,520296.70000000007,86829.5,1332115.5999999999,449765.8000000001,54195.2,558640.7999999999,180703.49999999997,177781.60000000003,655159.2999999999,51875.5,180313.19999999998,44194.9,288337.00000000006,1472723.3000000003,134394.80000000002,28128.899999999994,442250.3,418209.0,68945.79999999999,276311.6,37823.99999999999
2014-04-01,186232.2,53083.30000000002,272795.7,112507.8,2294097.1,292034.19999999995,236634.9,62609.7,800359.0000000001,462696.80000000005,74303.99999999999,60989.799999999996,733620.2000000001,313736.4,165004.3,141838.19999999998,180207.1,232080.00000000003,53284.30000000001,338953.3,449414.30000000005,430449.3999999999,308052.39999999997,99995.9,271516.80000000005,43102.5,107370.0,128575.90000000001,69810.50000000001,524584.4,88165.5,1341102.7000000002,451498.89999999997,55954.799999999996,568366.2000000001,184800.9,180994.1,662228.6000000001,51852.5,183770.69999999998,44338.50000000001,291164.4000000001,1497386.0999999999,135583.9,28288.59999999999,445329.49999999994,421566.60000000003,70047.70000000001,281906.70000000007,38191.1
2014-07-01,187523.59999999998,53242.59999999999,275215.8,113091.1,2339453.8,296951.7,238488.90000000002,63912.700000000004,809819.9999999998,468070.5999999999,75000.80000000002,61632.5,739100.1,316242.69999999995,167255.0,145415.2,180329.59999999998,234781.2,53657.100000000006,341851.9,456965.5999999999,434555.3999999999,312024.8999999999,99700.50000000003,274893.39999999997,43331.299999999996,107270.4,129977.69999999998,69245.8,527789.3,89844.59999999999,1356911.0,456643.5,57070.4,577042.6,191683.8,184168.20000000004,670221.0,51924.799999999996,184577.4,44039.299999999996,292991.5,1525324.9999999998,136267.2,28673.200000000004,446993.50000000006,430534.0,70345.8,283258.70000000007,38670.2
2014-10-01,187538.49999999997,53767.99999999999,274737.7,113814.59999999999,2345375.9,302876.2,240236.30000000002,64258.3,816455.1999999998,469669.29999999993,75088.5,62348.69999999999,738553.8,314134.9,167004.1,146757.8,179727.9,235289.39999999997,54047.2,339646.8,462615.69999999995,433881.89999999997,310061.0,99933.3,276409.30000000005,43639.5,108012.10000000002,131697.19999999998,70667.3,528246.5,91865.1,1364167.2,457589.2999999999,57984.899999999994,578588.8999999999,194646.9,185173.30000000002,672301.2,52658.5,184571.8,43801.79999999999,293519.8,1545949.1,137390.5,28887.4,447952.2,431586.7,70617.90000000001,283989.3,39302.100000000006
2015-01-01,187217.2,54170.30000000001,277679.8,112076.79999999999,2395434.9000000004,305988.9,241385.8,64903.600000000006,822575.1,473924.0,76174.59999999999,63161.3,735392.3999999998,309812.10000000003,166557.60000000003,142456.7,179158.19999999998,233489.09999999998,53102.5,342650.8,465539.60000000003,435636.39999999997,310155.2,99013.6,274932.8,44868.60000000001,108657.79999999999,132708.1,69739.80000000002,531906.6,91274.0,1363570.7,466234.0999999999,56855.299999999996,574907.9,197377.99999999997,188962.09999999998,674179.3,52601.999999999985,186792.80000000005,44533.50000000001,296801.89999999997,1595312.9000000001,139584.40000000002,28603.899999999994,449356.70000000007,437641.9,69695.9,284610.50000000006,40031.8
2015-04-01,189376.59999999998,53422.50000000001,279235.4,112743.20000000001,2435199.7,306374.3,242967.8,66127.79999999999,834638.2999999999,480451.89999999997,76944.7,63009.100000000006,739592.1,310974.7,167466.3,145112.8,181137.7,231469.4,53761.100000000006,343620.6,471386.8999999999,440415.8,309367.89999999997,99846.0,276881.7,44938.40000000001,110422.5,134892.3,71310.2,535451.5,90531.9,1381586.8,470045.00000000006,54398.50000000001,578379.8999999999,192386.19999999998,190342.80000000005,677755.0,53103.3,188566.4,45030.3,301343.0,1576014.3,140756.69999999998,28772.299999999996,455170.8,442702.69999999995,69689.5,286174.0,38950.00000000001
2015-07-01,189909.2,53247.70000000001,278923.69999999995,113760.30000000002,2437507.9000000004,308460.9,242042.7,64236.6,841676.3999999999,482222.9000000001,77282.8,63232.0,744653.3999999999,309055.4,168618.59999999998,146417.80000000002,180613.4,230984.20000000004,53675.5,344985.30000000005,469900.49999999994,442426.69999999995,310464.3,100143.1,277045.49999999994,44975.5,110816.4,135527.5,71245.00000000001,535298.5,91144.09999999999,1382580.5,469293.49999999994,53503.70000000001,577950.5999999999,197169.69999999998,193197.4,679426.4,52646.0,190761.69999999998,45494.600000000006,303059.4,1594706.2000000002,141488.00000000003,28921.200000000004,457124.80000000005,446378.19999999995,69747.5,285980.4000000001,39764.000000000015
2015-10-01,188786.7,53436.8,282318.8,113733.0,2447493.4000000004,310496.8,242587.90000000002,64138.0,850521.8999999999,484128.5,77819.7,63158.3,742123.1000000001,309760.39999999997,169314.49999999997,145464.6,180795.79999999996,229330.39999999997,54174.1,347165.39999999997,474092.49999999994,443086.3999999999,312923.00000000006,99720.7,273731.8999999999,44450.899999999994,110258.09999999999,136473.9,72615.49999999999,533300.9,91060.79999999999,1358225.0,467751.6,52799.09999999999,582133.9999999999,196915.59999999998,194051.80000000002,683513.9,53245.7,191357.29999999996,46501.899999999994,302626.8,1599496.3,142888.60000000003,28861.4,455651.79999999993,446589.5999999999,69865.0,286424.0,39692.09999999999
2016-01-01,188898.09999999995,53757.700000000004,284111.2,113451.10000000002,2487678.2,310390.39999999997,242717.10000000003,62382.600000000006,850269.8,491525.9,78212.79999999999,64924.10000000001,741117.2,310977.69999999995,166942.3,146251.9,177907.69999999998,229847.2,53935.49999999999,349884.10000000003,473111.10000000003,442403.7,310713.5,100485.99999999999,274297.1,44669.1,110096.99999999997,136432.90000000002,72117.3,537617.3999999999,91338.29999999999,1391213.5000000002,471494.00000000006,51589.50000000001,578120.7000000001,195463.79999999996,198778.8,683305.0,52339.100000000006,192290.9,44630.1,303050.69999999995,1599502.2,144928.5,29137.999999999996,450915.5,455374.00000000006,69620.50000000001,286929.0,40155.2
2016-04-01,190030.80000000002,52401.60000000001,287994.69999999995,113853.19999999998,2496494.0000000005,312745.30000000005,242706.6,62997.1,861043.5,494735.0,78585.09999999999,65641.59999999999,743580.9000000001,314426.6,168130.99999999997,148864.20000000004,180871.69999999998,229378.19999999998,54803.299999999996,354978.10000000003,477130.0,449403.30000000005,315339.89999999997,100172.0,273949.0,43916.200000000004,111226.30000000003,136428.0,72665.0,537694.6,90703.1,1398232.7,472046.2,50163.299999999996,582533.6000000001,191508.90000000002,200437.50000000006,685980.6,52947.59999999999,193996.0,45303.100000000006,305272.5,1583616.9000000001,145449.9,29181.3,454144.00000000006,457323.30000000005,68781.19999999998,288755.5,38217.09999999999
2016-07-01,189310.4,51585.3,291283.1,112835.20000000001,2517896.6999999997,316092.8,241534.40000000002,63158.2,872080.8999999999,498361.9,78645.00000000001,65971.0,741480.6000000001,317201.3,169028.19999999998,148999.99999999997,182533.0,227176.0,54674.00000000001,356904.69999999995,481922.60000000003,450405.30000000005,321328.1,99600.6,272646.30000000005,43838.1,110909.60000000002,138863.4,73023.0,539240.8,90202.20000000001,1386597.9999999998,473844.1000000001,50494.99999999999,586028.9,189049.70000000004,200699.59999999998,691469.0,53227.1,194746.1,46062.2,308073.8,1580248.0,146877.6,29284.899999999994,456260.9,460946.0,68918.40000000001,290291.1,37524.5
2016-10-01,190095.1,51703.79999999999,290819.49999999994,113544.20000000003,2524590.1999999997,317749.39999999997,241045.1,63545.9,874500.0000000001,502075.89999999997,78958.09999999999,65714.7,747128.3,319612.19999999995,169605.29999999996,149106.8,183139.7,225786.59999999998,55106.2,360322.9,481192.5,455275.0999999999,322361.8000000001,99707.19999999998,273470.9000000001,44350.59999999999,110665.9,139235.5,72682.90000000001,540214.6000000001,90657.1,1388217.4000000001,478526.10000000003,50640.099999999984,588707.0,187478.6,203167.69999999998,691219.5999999997,53348.700000000004,196891.5,46190.79999999999,310540.2,1576761.2999999998,147723.59999999998,29310.6,460917.0999999999,468836.9000000001,68639.29999999999,289703.80000000005,37170.4
2017-01-01,191788.60000000003,51547.700000000004,294040.10000000003,113618.00000000003,2540412.1999999993,317694.80000000005,237921.40000000002,63459.4,877252.8999999999,507619.4000000001,79479.5,65690.1,742642.5,320640.5,168539.70000000004,148030.1,182554.49999999997,226428.7,55332.50000000001,360200.50000000006,485631.00000000006,454813.8,322047.60000000003,100191.6,273143.39999999997,43949.600000000006,110757.80000000002,140983.7,73913.70000000001,541994.3,90123.8,1410020.2,481405.0,49447.6,588785.2999999999,190040.90000000002,204425.59999999998,695602.8,52785.12666666668,199028.0,45588.299999999996,312186.1,1581063.1999999997,147645.1,29487.8,459841.3,473397.8,70163.49999999999,290369.89999999997,37783.13999999999
2017-04-01,192435.40000000002,52065.20000000001,295085.0999999999,114054.30000000002,2575013.5,320726.5,239630.4,62563.200000000004,879298.2999999998,510245.70000000007,79383.4,66768.7,745037.4,319947.6,169856.9,148710.6,184532.19999999998,225914.00000000003,55399.99999999999,363262.5,490092.2,458213.4,323204.7,99696.80000000002,276498.39999999997,44282.9,112153.7,142375.8,74014.99999999999,548314.8,90557.09999999998,1412121.1,484452.9,51067.99999999999,592708.2000000002,194764.2,207227.40000000002,702125.9,53520.15714285714,199623.69999999998,45747.59999999999,314506.70000000007,1597896.2000000002,148761.0,29567.2,463038.2,479402.9000000001,70546.8,291701.0,39342.34285714287
2017-07-01,193070.6,52801.8,300177.89999999997,113265.1,2593612.6000000006,325346.3,240566.4,63653.9,885740.7000000001,515152.8,79567.8,67057.09999999999,750214.4,320429.3000000001,167989.10000000003,148515.50000000003,185181.2,225379.79999999996,55941.799999999996,364260.8,494483.2,460455.5999999999,320641.00000000006,100071.90000000002,277087.6,44143.200000000004,111559.9,144583.9,75481.9,551226.5,91779.19999999998,1423494.1999999997,486153.3,50911.1,597009.1,193605.60000000003,208722.5,710304.7000000001,53663.33333333333,199940.19999999998,45538.899999999994,316673.39999999997,1613344.2999999998,151056.30000000002,29675.5,466245.8,485513.60000000003,71983.5,294369.89999999997,39691.5
2017-10-01,195049.4,52408.79999999999,301106.00000000006,114101.4,2628974.1000000006,328133.7,239276.3,62725.399999999994,893956.4,519646.60000000003,79628.3,68054.8,749473.1999999998,323644.7,168418.59999999998,148578.59999999998,186576.19999999998,225548.29999999996,56014.9,366604.79999999993,495740.30000000005,463323.4,322688.9,100246.8,277514.5,44150.5,111454.8,144722.19999999998,74817.6,549587.5000000001,91639.1,1432722.5000000002,490053.60000000003,50839.700000000004,597262.3999999999,193943.89999999997,211529.09999999998,710538.8,53498.43333333331,200557.69999999998,44902.5,318547.29999999993,1615941.9,152257.80000000002,29676.700000000004,467775.2,492542.20000000007,71678.80000000002,294051.3,39746.5
2018-01-01,195976.5,51561.50000000001,304556.4,114626.3,2639865.9999999995,327629.6,240138.4,62539.799999999996,903508.2999999998,519052.6000000001,79535.3,68421.4,755235.6000000001,325692.39999999997,167087.2,147498.8,185142.8,228165.9,56301.49999999999,366804.9,500373.89999999997,465086.80000000005,322676.3,100670.6,278491.5,44804.7,110767.8,146693.9,75801.9,554156.0,91229.1,1436460.4,492534.10000000003,50759.700000000004,597134.5999999999,192917.99999999997,212917.80000000002,710983.9000000001,53486.133333333324,202006.80000000002,45577.700000000004,320207.89999999997,1625533.0,154474.2,29608.499999999993,470191.9,502450.00000000006,71270.0,297077.69999999995,38884.1
2018-04-01,197909.69999999998,52142.200000000004,307757.3999999999,116047.09999999998,2664378.4000000004,331911.80000000005,242111.30000000005,62987.00000000001,913816.0000000001,524320.4,80142.7,68891.6,762074.8999999998,328920.80000000005,168859.6,149358.40000000002,186922.19999999995,230632.49999999997,56774.299999999996,370239.0,505622.10000000003,471490.79999999993,327207.5,101573.59999999999,282369.10000000003,45415.1,111889.40000000002,148261.0,76662.2,558962.7999999999,91882.70000000001,1448579.7999999996,496845.0,51338.0,603045.6,195263.29999999996,214719.4,717683.0,53874.43333333333,203704.5,46094.399999999994,323252.7,1651546.2,155970.40000000002,29859.799999999996,475370.1,507120.5,71878.0,299175.9,39148.100000000006
